"RowNumber","Institution Name","Main Office","Branch Name","Branch Number","Established Date","Acquired Date","Street Address","City","County","State","Zipcode","Latitude","Longitude","2010 Deposits","2011 Deposits","2012 Deposits","2013 Deposits","2014 Deposits","2015 Deposits","2016 Deposits"
"990","JPMorgan Chase Bank","0","East Hanover Branch","4032","1972-10-20","2006-10-01","399 Ridgedale Avenue","East Hanover","Morris","NJ","7936","40.8249","-74.362189999999998","64691","64334","72619","83782","98616","111661","121667"
"991","JPMorgan Chase Bank","0","Rockaway Branch","4033","1973-05-29","2006-10-01","16 Green Pond Road","Rockaway","Morris","NJ","7866","40.91236","-74.501080000000002","43172","48913","57224","59854","68242","73158","79110"
"992","JPMorgan Chase Bank","0","Stirling Branch","4034","1975-06-30","2006-10-01","1300 Valley Road","Stirling","Morris","NJ","7980","40.667729999999999","-74.494500000000002","47634","50127","51137","57310","60065","66221","69066"
"993","JPMorgan Chase Bank","0","Harmon Tower Branch","4036","1974-01-25","2006-10-01","1 Harmon Plaza","Secaucus","Hudson","NJ","7094","40.793759999999999","-74.068979999999996","41257","59694","66824","74288","99026","109978","98697"
"994","JPMorgan Chase Bank","0","Manasquan Branch","4037","1973-03-19","2006-10-01","2500 Route 35","Manasquan","Monmouth","NJ","8736","40.122540000000001","-74.069860000000006","64634","61760","77440","87592","102548","112806","117769"
"995","JPMorgan Chase Bank","0","New Bedford Branch","4038","1975-06-28","2006-10-01","2601 State Route 138","Belmar","Monmouth","NJ","7719","40.171309999999998","-74.063320000000004","42857","44369","58692","62904","64526","65534","71721"
"996","JPMorgan Chase Bank","0","Spring Lake Branch","4039","1978-05-06","2006-10-01","1310 Third Avenue","Spring Lake","Monmouth","NJ","7762","40.153570000000002","-74.027879999999996","43348","48034","54632","56141","65678","62351","67691"
"997","JPMorgan Chase Bank","0","Harmon Meadow Branch","4040","1982-11-17","2006-10-01","450 Plaza Drive","Secaucus","Hudson","NJ","7094","40.78096","-74.065979999999996","36161","35169","76496","93687","78698","159505","170117"
"998","JPMorgan Chase Bank","0","Wantage Branch","4041","1982-12-30","2006-10-01","295 Route 23","Sussex","Sussex","NJ","7461","41.193269999999998","-74.587590000000006","27224","29656","31762","34002","35961","38315","41123"
"999","JPMorgan Chase Bank","0","Edgewater Branch","4044","1984-06-11","2006-10-01","725 River Road","Edgewater","Bergen","NJ","7020","40.820160000000001","-73.977429999999998","39112","47513","62263","74773","75840","90287","86794"
"1000","JPMorgan Chase Bank","0","Fairfield Passaic Branch","4045","1984-06-25","2006-10-01","387 Passaic Avenue","Fairfield","Essex","NJ","7004","40.88785","-74.273160000000004","50048","59282","60490","60209","67343","81811","86016"
"1001","JPMorgan Chase Bank","0","Saddle Brook Branch","4046","1984-11-15","2006-10-01","289 Market Street","Saddle Brook","Bergen","NJ","7662","40.896450000000002","-74.091560000000001","34205","37064","42115","44521","51509","51356","58598"
"1002","JPMorgan Chase Bank","0","Freehold Branch","4048","1984-01-07","2006-10-01","61 West Main Street","Freehold","Monmouth","NJ","7728","40.258049999999997","-74.277230000000003","43217","38670","44654","43613","46592","48530","56704"
"1003","JPMorgan Chase Bank","0","Bradley Beach Branch","4049","1984-05-19","2006-10-01","500 Main Street","Bradley Beach","Monmouth","NJ","7720","40.202309999999997","-74.018249999999995","20970","21467","23995","30146","34005","34168","38006"
"1004","JPMorgan Chase Bank","0","Toms River Branch","4050","1984-09-15","2006-10-01","24 Main Street","Toms River","Ocean","NJ","8753","39.952390000000001","-74.198400000000007","26995","30512","30382","43602","59576","57368","60322"
"1005","JPMorgan Chase Bank","0","Raritan Center Edison Branch","4051","1985-12-27","2006-10-01","110 Fieldcrest Avenue","Edison","Middlesex","NJ","8837","40.51728","-74.344520000000003","27202","27074","31311","44479","45445","55456","95902"
"1006","JPMorgan Chase Bank","0","Shrewsbury Branch","4053","1986-03-24","2006-10-01","1150 Broad Street","Shrewsbury","Monmouth","NJ","7702","40.312860000000001","-74.064070000000001","53823","54075","57591","72329","83931","81574","89017"
"1007","JPMorgan Chase Bank","0","Becton Dickinson Corporate Branch","4056","1986-06-02","2006-10-01","1 Becton Drive","Franklin Lakes","Bergen","NJ","7417","41.014479999999999","-74.207800000000006","7558","8067","9204","9178","10379","10318","11323"
"1008","JPMorgan Chase Bank","0","Englewood Branch","4059","1986-09-22","2006-10-01","50 Grand Avenue","Englewood","Bergen","NJ","7631","40.891240000000003","-73.974199999999996","57567","66040","80602","94133","104408","108657","138490"
"1009","JPMorgan Chase Bank","0","Kearny Ave Branch","4060","1987-01-12","2006-10-01","11 Kearny Avenue","Kearny","Hudson","NJ","7032","40.752800000000001","-74.157300000000006","20000","27378","26263","31094","33430","37660","43826"
"1010","JPMorgan Chase Bank","0","Metuchen Branch","4061","1987-03-02","2006-10-01","475 Main Street","Metuchen","Middlesex","NJ","8840","40.543370000000003","-74.362629999999996","59094","63964","71258","92457","104063","129834","197327"
"1011","JPMorgan Chase Bank","0","Lakewood Branch","4062","1987-06-15","2006-10-01","75 East Kennedy Boulevard","Lakewood","Ocean","NJ","8701","40.106879999999997","-74.217759999999998","38073","42567","54875","72687","98960","140078","192462"
"1012","JPMorgan Chase Bank","0","Norwood Broadway Branch","4063","1987-10-13","2006-10-01","588 Broadway and Livingston Street","Norwood","Bergen","NJ","7648","40.996189999999999","-73.956130000000002","58710","51373","59909","73542","68198","76003","80891"
"1013","JPMorgan Chase Bank","0","Clifton Van Houten Branch","4064","1987-10-14","2006-10-01","963 Van Houten Avenue","Clifton","Passaic","NJ","7013","40.86506","-74.160560000000004","56476","55505","64738","74177","84919","94504","111818"
"1014","JPMorgan Chase Bank","0","Roxbury Branch","4067","1988-03-07","2006-10-01","1250 New Jersey Highway 46","Ledgewood","Morris","NJ","7852","40.884950000000003","-74.652810000000002","17940","21414","30061","32527","37302","42126","51867"
"1015","JPMorgan Chase Bank","0","Journal Square Branch","4068","1988-03-24","2006-10-01","2 Journal Square Plz","Jersey City","Hudson","NJ","7306","40.732950000000002","-74.063249999999996","43341","50919","60741","71646","82040","101025","141597"
"1016","JPMorgan Chase Bank","0","Millburn Driveup Branch","4071","1988-10-25","2006-10-01","281 Millburn Avenue","Millburn","Essex","NJ","7041","40.724499999999999","-74.303229999999999","53826","50556","48380","45648","42536","45575","44994"
"1017","JPMorgan Chase Bank","0","Roseland Branch","4072","1989-01-09","2006-10-01","28 Eisenhower Parkway","Roseland","Essex","NJ","7068","40.819969999999998","-74.327889999999996","27676","30782","34143","39720","41115","42274","43711"
"1018","JPMorgan Chase Bank","0","Florham Park Branch","4073","1989-05-15","2006-10-01","77 Hanover Road","Florham Park","Morris","NJ","7932","40.79504","-74.375969999999995","21700","23131","28317","28412","31185","30538","34195"
"1019","JPMorgan Chase Bank","0","Union City Branch","4074","1989-05-17","2006-10-01","3196 Kennedy Boulevard, Kennedy Center","Union City","Hudson","NJ","7087","40.775019999999998","-74.031819999999996","31559","37728","43099","44499","45674","51781","86866"
"1020","JPMorgan Chase Bank","0","Verona Pompton Branch","4075","1989-06-15","2006-10-01","30 Pompton and Claremont Avenue","Verona","Essex","NJ","7044","40.826030000000003","-74.2303","37639","35814","39032","39310","44444","47714","51196"
"1021","JPMorgan Chase Bank","0","Durham Center Branch","4076","1989-04-10","2006-10-01","4 Ethel Road, Suite 403a","Edison","Middlesex","NJ","8817","40.540649999999999","-74.396839999999997","17481","20909","24387","32069","40380","47050","58235"
"1022","JPMorgan Chase Bank","0","New Brunswick Branch","4079","1990-11-05","2006-10-01","133 Neilson Street","New Brunswick","Middlesex","NJ","8901","40.493789999999997","-74.441559999999996","16899","20111","22567","26423","30790","34359","45380"
"1023","JPMorgan Chase Bank","0","North Bergen Branch","4081","1992-03-02","2006-10-01","8101 Tonnelle Avenue","North Bergen","Hudson","NJ","7047","40.808070000000001","-74.015649999999994","17168","20383","25064","25845","30558","32172","37787"
"1024","JPMorgan Chase Bank","0","Rutherford Branch","4083","1994-08-08","2006-10-01","24 Park Avenue","Rutherford","Bergen","NJ","7070","40.828159999999997","-74.102059999999994","46734","54514","58574","62741","132733","122112","115932"
"1025","JPMorgan Chase Bank","0","Chester and East Main Street Branch","4085","1939-09-28","2006-10-01","44 Main Street","Chester","Morris","NJ","7930","40.784770000000002","-74.696550000000002","26268","31186","33414","37989","53238","49273","67623"
"1026","JPMorgan Chase Bank","0","Wall Street and Williams Branch","4086","1997-12-04","2006-10-01","45 Wall Street","New York City","New York","NY","10005","40.706519999999998","-74.009720000000002","122803","148954","187610","227525","266601","338964","319054"
"1027","JPMorgan Chase Bank","0","Newburgh Branch","4087","2000-07-10","2006-10-01","5020 Route 9w","Newburgh","Orange","NY","12550","41.52196","-74.021330000000006","20980","23098","37511","29964","29923","33954","43454"
"1028","JPMorgan Chase Bank","0","Floral Park Verbena Branch","4089","2006-10-04","2006-10-04","15 Verbena Avenue","Floral Park","Nassau","NY","11001","40.724080000000001","-73.704970000000003","61503","64948","70658","84868","94236","102911","114678"
"1029","JPMorgan Chase Bank","0","Waterton Canyon Banking Ctr. Branch","4090","2006-10-05","2006-10-05","8369 North Rampart Range Road","Littleton","Douglas","CO","80125","39.483960000000003","-105.07321","14796","16800","17601","21567","26863","29100","36258"
"1030","JPMorgan Chase Bank","0","South Jordan Branch","4091","2006-10-05","2006-10-05","11423 S Parkway Plaza Drive","South Jordan","Salt Lake","UT","84095","40.543509999999998","-111.97957","11380","15382","28271","46879","75800","78842","80169"
"1031","JPMorgan Chase Bank","0","Chatham Banking Center Branch","4093","2006-10-03","2006-10-03","215 Main Street","Chatham","Morris","NJ","7928","40.740279999999998","-74.381010000000003","46581","56998","74310","68338","70507","87148","83931"
"1032","JPMorgan Chase Bank","0","Cedarhurst Banking Center Branch","4094","2006-10-05","2006-10-05","446 Central Avenue","Cedarhurst","Nassau","NY","11516","40.620469999999997","-73.725520000000003","86602","103107","146617","179569","222952","273966","282216"
"1033","JPMorgan Chase Bank","0","Riggs & Dobson Banking Center Branch","4097","2006-10-03","2006-10-03","9538 East Riggs Road","Sun Lakes","Maricopa","AZ","85248","33.218119999999999","-111.87719","37554","41035","54291","58544","63370","66257","73221"
"1034","JPMorgan Chase Bank","0","Homewood Banking Center Branch","4098","2006-08-16","2006-08-16","18301 Dixie Highway","Homewood","Cook","IL","60430","41.556890000000003","-87.665300000000002","24052","28154","38431","47570","50614","60784","71014"
"1035","JPMorgan Chase Bank","0","Clinton and Adams Banking Center Branch","4099","2006-11-02","2006-11-02","550 West Adams Street","Chicago","Cook","IL","60661","41.87932","-87.64143","37367","56885","80561","87551","92768","100936","131499"
"1036","JPMorgan Chase Bank","0","Gates Banking Center Branch","4100","2006-10-30","2006-10-30","6 Spencerport Road","Rochester","Monroe","NY","14606","43.164999999999999","-77.691339999999997","31521","31279","37002","42623","44469","48346","54426"
"1037","JPMorgan Chase Bank","0","Wadsworth and 88th Branch","4101","2006-11-01","2006-11-01","7605 West 88th Avenue","Arvada","Jefferson","CO","80005","39.856459999999998","-105.08291","22524","24975","29702","33780","38704","42968","55829"
"1038","JPMorgan Chase Bank","0","Bay Colony Banking Center Branch","4104","2006-10-31","2006-10-31","1751 West Fm 646 Road","League City","Galveston","TX","77573","29.467569999999998","-95.088480000000004","27514","31446","37193","42009","50253","57662","70223"
"1039","JPMorgan Chase Bank","0","Sunset Park Banking Center Branch","4106","2006-10-23","2006-10-23","5423 8th Avenue","Brooklyn","Kings","NY","11220","40.638710000000003","-74.006110000000007","57258","74756","102363","150337","187678","238739","314985"
"1040","JPMorgan Chase Bank","0","North Longmont Banking Center Branch","4107","2006-10-25","2006-10-25","2614 Main Street","Longmont","Boulder","CO","80504","40.205419999999997","-105.10236999999999","18847","21025","25058","27311","30602","33458","40493"
"1041","JPMorgan Chase Bank","0","Grand Rapids Plaza Branch","2795","1918-06-18","2004-11-13","200 Ottawa Avenue, N. W.","Grand Rapids","Kent","MI","49503","42.967350000000003","-85.670000000000002","255468","257921","295967","376130","334312","349695","348058"
"1042","JPMorgan Chase Bank","0","Ada Branch","2796","1965-12-08","2004-11-13","455 Ada Drive Southeast","Ada","Kent","MI","49301","42.955359999999999","-85.484960000000001","34830","37147","43625","49055","43707","60674","70918"
"1043","JPMorgan Chase Bank","0","Cedar Springs Branch","2797","1955-07-01","2004-11-13","7 Main Street","Cedar Springs","Kent","MI","49319","43.226210000000002","-85.524389999999997","27675","30848","31733","32107","33728","41709","43836"
"1044","JPMorgan Chase Bank","0","Alger Heights Branch","2798","1959-07-20","2004-11-13","2430 Eastern Avenue, S.E.","Grand Rapids","Kent","MI","49507","42.919490000000003","-85.647469999999998","19908","18780","23271","25675","25790","25360","26711"
"1045","JPMorgan Chase Bank","0","Michigan-Fuller Branch","2801","1957-09-06","2004-11-13","1100 Michigan Street, N. E.","Grand Rapids","Kent","MI","49503","42.969949999999997","-85.642150000000001","34120","33721","35793","37423","39107","41217","42952"
"1046","JPMorgan Chase Bank","0","Plainfield Four-Mile Branch","2802","1960-09-12","2004-11-13","3539 Plainfield Avenue, N.E.","Grand Rapids","Kent","MI","49505","43.028039999999997","-85.631739999999994","31399","33729","33016","33104","35776","37316","39840"
"1047","JPMorgan Chase Bank","0","Leonard Fuller Branch","2803","1962-11-07","2004-11-13","1309 Leonard Street, N.E.","Grand Rapids","Kent","MI","49505","42.98451","-85.637200000000007","30724","30602","34537","33149","35037","36157","37004"
"1048","JPMorgan Chase Bank","0","Division 44th Branch","2804","1950-02-23","2004-11-13","4333 South Division Avenue","Grand Rapids","Kent","MI","49508","42.873199999999997","-85.626369999999994","43306","42705","86972","90265","93632","106074","104677"
"1049","JPMorgan Chase Bank","0","Rockford Branch","2805","1951-09-01","2004-11-13","23 South Main Street","Rockford","Kent","MI","49341","43.1188","-85.559600000000003","53648","51587","51236","54730","58057","60495","82418"
"1050","JPMorgan Chase Bank","0","Leonard Walker Branch","2806","1958-06-02","2004-11-13","1629 Leonard Street NW","Grand Rapids","Kent","MI","49504","42.98601","-85.7089","43391","44769","41910","43661","44083","44826","43555"
"1051","JPMorgan Chase Bank","0","Chicago Drive Branch","2807","1958-12-01","2004-11-13","1048 Chicago Drive, S.W.","Wyoming","Kent","MI","49509","42.93553","-85.693200000000004","25729","23456","24853","24948","26051","28735","29136"
"1052","JPMorgan Chase Bank","0","Clocktower Branch","2808","1967-02-15","2004-11-13","6261 Kalamazoo Avenue, S.E.","Grand Rapids","Kent","MI","49508","42.850290000000001","-85.624830000000003","80359","119937","140995","136512","158440","185140","161082"
"1053","JPMorgan Chase Bank","0","Northland Drive Branch","2809","1967-12-18","2004-11-13","5380 Northland Drive, N.E.","Grand Rapids","Kent","MI","49525","43.060600000000001","-85.579740000000001","33118","32953","33625","38298","38060","40147","46741"
"1054","JPMorgan Chase Bank","0","Forest Hills Cascade Branch","2810","1968-08-26","2004-11-13","4717 Cascade Road, S.E.","Grand Rapids","Kent","MI","49546","42.945990000000002","-85.552959999999999","48357","48692","49079","58599","64119","70231","81704"
"1055","JPMorgan Chase Bank","0","Breton-Burton Branch","2811","1971-09-20","2004-11-13","1935 Breton Road, S.E.","Grand Rapids","Kent","MI","49506","42.928060000000002","-85.609309999999994","47590","48942","52985","56728","57381","61424","69659"
"1056","JPMorgan Chase Bank","0","Lake Michigan Drive Branch","2813","1974-07-02","2004-11-13","2705 Lake Michigan Drive, N.W.","Grand Rapids","Kent","MI","49504","42.971809999999998","-85.735230000000001","28125","29933","32522","32877","32915","33871","36226"
"1057","JPMorgan Chase Bank","0","Thornapple Branch","2814","1980-11-24","2004-11-13","6335 28th Street, S.E.","Grand Rapids","Kent","MI","49546","42.913200000000003","-85.511129999999994","39096","42536","49338","58004","66839","71416","75625"
"1058","JPMorgan Chase Bank","0","Alpine Lamoreaux Branch","2815","1983-07-18","2004-11-13","4366 Alpine Avenue","Comstock Park","Kent","MI","49321","43.043019999999999","-85.689499999999995","31315","33536","33513","46150","44317","51624","54802"
"1059","JPMorgan Chase Bank","0","Breton Meadows Branch","2816","1986-05-12","2004-11-13","4375 Breton Road, Se","Grand Rapids","Kent","MI","49512","42.884360000000001","-85.606570000000005","37496","36690","40897","45634","52849","51545","49093"
"1060","JPMorgan Chase Bank","0","Grandville Branch","2817","1964-09-23","2004-11-13","3115 Wilson Avenue, S.W.","Grandville","Kent","MI","49418","42.907710000000002","-85.763009999999994","62971","62272","70319","71687","77646","77570","96881"
"1061","JPMorgan Chase Bank","0","Jenison Branch","2818","1979-02-08","2004-11-13","615 Baldwin Street","Jenison","Ottawa","MI","49428","42.907209999999999","-85.796840000000003","38975","41520","46115","50829","55041","67818","73610"
